participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0001,R_3MarUAEXgFBBuGf,Very Bad,fucked,,The covid situation in NSW is fucked,everywhere,no
A0002,R_3pmQPCnOfdyR2No,Very Bad,Crap,,That explaination is crap,I use it myself,
A0003,R_3qVjXWdknzHy4j5,Very Bad,bloody awful,,The food was bloody awful,throughout my life,
A0004,R_3rGNrQUp49FGe48,Very Bad,Shithouse,,That meal was shithouse,Regional towns,
A0007,R_Tba7dCWNOzl4lhL,Very Bad,"buggered (something broken or, alternatively, someone tired)",,"The tv's buggered. (In the tired meaning, 'I'm buggered', 'you look buggered')",Feel like I've heard it from men born in Australia.,
A0009,R_xgDzRk6IMsmtDR7,Very Bad,Rotten,,That's so rotten,Can be used to describe an act or person,
A0011,R_1r8Ouc1dRUJUdBw,Very Bad,Shithouse,,That's shithouse,By my generation and older,I feel like older people use this a lot
A0012,R_3j0wrfek7k9iVO3,Very Bad,fucked/fucking sucks,,That's fucked. That fucking sucks.,Everywhere! Probably mostly by people under 70.,
A0013,R_2y8gILYzDBaSe2N,Very Bad,Crook,,I'm feeling crook,When someone is not well,
A0014,R_10CvZlGtuabviV0,Very Bad,Shithouse,,"Sorry to hear that, it's shithouse",Casual settings amongst friends,
A0015,R_1QuRC1uLCQOGXFW,Very Bad,Shithouse,,I'm sorry- that's just shithouse,Use it myself,It was a toss up between this and ratshit
A0017,R_2ZP7Z2ueSBIB0s3,Very Bad,A bit average,,"How was your day? ""Yeah, nah, it was a bit average, honestly""","More by rural white people, in Kilmore where I spent my high school years",
A0018,R_u9z1WkNe4ST7Y4h,Very Bad,Rough as guts,,That trip was rough as guts,,
A0019,R_8og7p5iKmdGyQ4V,Very Bad,Crapshoot,,Well that's a crapshoot,When you're told bad news,
A0020,R_voaa3RzI5INwKc1,Very Bad,shithouse,,this government is shithouse,"faily common across contexts, obv a bit rude but many people use in informal speech",
A0022,R_3Lclg1JL8cM2WDa,Very Bad,Shithouse,,A really shithouse situation,"In conversion, on tv",
A0023,R_2uNDhPU4aaTeS7m,Very Bad,Shizenhouser,,,,
A0024,R_4GUQVowv5UL5Stb,Very Bad,Fucked,,That vaccine rollout is fucked,Everywhere adults are speaking casually,Its grouse
A0025,R_2wTWyL62pvTif9d,Very Bad,Shithouse,,That kick was shithouse mate,In footy,Wouldn't use it in some (more polite) circumstances
A0028,R_3DjUZGcGGEmbVrs,Very Bad,Fucked,,"I'm so sorry mate, that's fucked",,
A0030,R_1hWQ37DYhqL7Nbl,Very Bad,Gay,,Your so gay or you looking at gay,Always Australians are homophobic and racist,No.. it will be
A0031,R_3s4xEqgp6fc9VmW,Very Bad,That's no good,,"A., ""I'm crook and can't go to work today"". B. ""That's no good"".",Everywhere,
A0032,R_2bJZCteOdKLHfqv,Very Bad,Shithouse,,'My first car was shithouse',"School/uni friends (people my age), coworkers - informal scenarios like parties, hanging out, or chatting with coworkers in private (not in professional setting)",Perhaps this is a bit of an older expression as well but I hear it quite a lot and I don't think it being somewhat profane (?) really affects it as it's so common!
A0033,R_2CTzqcrC7w1fQrC,Very Bad,Shithouse,,"""I hate this shithouse job""","All the time! Friends use it, see it on TV, parents friends used it as a kid. Very common.",
A0034,R_24pXXdrFmVGlWSl,Very Bad,shithouse,,that was shithouse,"general community, friends",sorry for profanity
A0035,R_2VPAgu108j33uuh,Very Bad,Shithouse,,So many! 'That builder is shithouse - he stuffed everything up from start to finish',"Really often, though it's a bit rude so probably not in very good company or in any formal situation.",
A0036,R_3hgYG7yl4AJ61SE,Very Bad,ratshit,,I had a bad cold and felt completely ratshit for a few days,,associated with health?
A0037,R_1igFsZGdFjHsDmr,Very Bad,Road kill on a barbed wire fence,,"After an operation, especially a painful one with stitches","An Australian cyclist in the Tour de France used it after a spill, but can't remember his name.",Used to express absolute pain.
A0038,R_2OMYGoJv8pghrl2,Very Bad,rank,,what's that rank smell,,
A0040,R_8c3DDrGAKq9etYl,Very Bad,Bloody crook,,I feel bloody crook. Must have been something that I ate.,Growing up in Gippsland,
A0041,R_1mJgbFqfJniDqBK,Very Bad,Bloody Hell,,You hear bad news,My dad used to say it all the time when I was growing up and I say it all the time now,It's not really swearing
A0042,R_1f77cfqvlhzneDm,Very Bad,Ferrel,,Ohhhh that's Ferrell,If you don't shower for a week or 3 that's Ferrel,Nup
A0043,R_3ek8dBDFofKiA7h,Very Bad,Bodgy,,That motel was a bit bodgy.,Throughout my life from family and friends.,It can be shortened to Bodge.
A0045,R_2rUekGFxxsJiEY7,Very Bad,Rooned,,We'll all be rooned said Hanrahan,Last week at the pub,It's bonza
A0046,R_qUg2MWMp8glTeO5,Very Bad,Shit go,,"I got a parking ticket out the front of my house during lockdown ""That's a shit go""",Between friends,
A0047,R_0P4IPF5EGuHhrWh,Very Bad,Shithouse,,It was a shithouse party,Rural nsw,No
A0049,R_26nEN0ZEyR62Jm3,Very Bad,Crap,,That's crap,When something is very bad,
A0052,R_TbmJAxhcciFUqD7,Very Bad,Shouse (shit house),,That footy team is shouse!,On radio 3 AW,I don't use it.
A0054,R_Rm2NyJ97RLkP9MB,Very Bad,Cooked,,That's cooked,"Internet, real life",It's also for weird stuff too
A0056,R_21hxZtzE7wSuWAN,Very Bad,sucks,,That sucks,At school and socially,No
A0057,R_2pKzYiclf2Hbvmr,Very Bad,Cunt / Shit cunt,,This shit cunt does a cunt of a job.,Casual conversation,I'm not sure if you were looking for profanity but here ya go cobba.
A0058,R_1FeQLxYd7FQLhrq,Very Bad,Up shit creek,,If you're in trouble you would say that you're up shit creek without a paddle,Lots over the years. And I've used it myself at times,It's one of my favourite expressions
A0060,R_bwjYnyHjb3YCSd3,Very Bad,Bloody aweful,,Ah man that was bloody aweful.,Country Australia,
A0061,R_0Pd0XZ4dnosenex,Very Bad,Foul,,"That (person, food) looks foul",Rural Victoria,Sometimes the middle of the word is lengthened to reflect the level of 'badness' (fouuuuuul)
A0062,R_1HoV4KTqkii7Wyc,Very Bad,shithouse,,The stale food tasted shithouse.,In conversation and in the media; frequently.,
A0063,R_2491T28fW5IOQlf,Very Bad,Shithouse,,That's a shithouse plan,My dad,
A0064,R_24dw0X2U9mMJgOq,Very Bad,shithouse,,Broke me leg fucking shithouse.,colloquially,I love it! I see it as classic 'strayan slang
A0067,R_3JsJIhyyTA44p2c,Very Bad,Stinking,,It's a stinking hot day,Whenever the weather is really hot,
A0068,R_1g8dIJJ8i2hDgxn,Very Bad,Crook,,,"Often in relation to a person being sick, a car or other mechanical item not working...","This is still in everyday use, as far as I can tell..."
A0069,R_svUjzfGGrfSLKRr,Very Bad,Devo,,"Missed out on that promotion, Damn I was devo",Growing up home and school,
A0070,R_XvlWwDrRnhLBJfP,Very Bad,Busted arse cunt.,,That hunk of shit is such a busted arse cunt.,When some busted arse cunt pice of shit won't work.,I don't know what an arse-cunt is. It doesn't make sense.
A0071,R_32XcZs2W9ieDJa0,Very Bad,fucked,,omg that shit is fucked,social circles,more common amongst young people
A0072,R_0SxfCfjWIo7F5Sx,Very Bad,shithouse,,"Geez mate, that's shithouse, you shouldn't have to put up with that.","In casual not formal conversations. Mostly used by people say over 30, not so much by those younger.","I think it conveys something very bad but also low, as in 'a low act', it's a fairly grave descriptor."
A4388,R_3potJH8edZezLCB,Very Bad,Done for,,That's done for,When simething bad had happened or somones in trouble or somethings broken,
A0073,R_1jxie8IO9rqbtXj,Very Bad,Shithouse,,That's shithouse.,I'm speak with friends or family,
A0074,R_3qmR2JnZXnd8huu,Very Bad,Shouse,,Grouse or shouse?,"Only in a few specific contexts, for example when abbreviating shithouse to shouse means that the phrase rhymes or rings more easily",
A0078,R_31TpKHyzxG0mIN6,Very Bad,Shit,,That car is a piece of shit,Local country town and regular conversation growing up,"Interchanged with ""shocka"""
A0080,R_24Adb2m5tpPSdgE,Very Bad,Fucked,,Wow that's fucked,Most people in my life regardless of age or gender,
A0081,R_3EWLILWUlwVtSFX,Very Bad,"Crap, crappy.",,What a crappy meal.,"At a restuarat,",No
A0083,R_3kolxNKWyx4USnD,Very Bad,yobbo,,He is an yobbo,Have not really heard anyone using it.,Not really
A0087,R_10phZFVkMGOweNR,Very Bad,Barry Crocker - shocker,,An unattractive girl!,Read it in the paper,
A0090,R_2YSvMGJuN4kBi96,Very Bad,Up shit creek without a canoe,,,Everywhere,
A0091,R_27EA2S6Almc2Skh,Very Bad,Rotten,,I feel rotten.,"Everyday, anywhere.",Like 'foul' it suggests a feeling related to the senses.
A0092,R_25uRoN5dfyWh2e1,Very Bad,"suss, shady, crook",,She went to that really suss bar.,"Amongst friends, around my age.",It's short for suspicious.
A0093,R_3lLywnXmsYkjHTS,Very Bad,rank,,'That's absolutely rank',Usually used to describe a gross smelling or looking place or item (e.g. a smelly shoe),
A0094,R_1n12A76vAUjeEVq,Very Bad,Trash,,The food was trash,Within social groups,
A0096,R_124k5ki6SCCI6Ly,Very Bad,Absolutely crap,,That tv show was absolutely crao,,
A0097,R_3EMYk3cW3Sjs4tn,Very Bad,Crap,,Covid lockdown is crap!,Every day at work or with friends,
A0098,R_2zMz64l2Oh3QVXB,Very Bad,Shocka,,That's a shocka,"Home, tv, work",
A2654,R_2PtCt0GPsFi5P1b,Very Bad,Shithouse,,That's shithouse,Very common throughout Australia,
A2565,R_1IishaMDpoc4Sdv,Very Bad,Buggered,,My car is buggered,"Friends, family, TV",It is considered very rude as it's real meaning is sexual
A2332,R_2qvBr5uoSrXFLhQ,Very Bad,Shithouse,,The service at the local pub is shithouse,Frequently and from my own mouth,It's a wonderfully descriptive adjective
A2333,R_sT3ZgOr5R5Yc7QZ,Very Bad,Stinker,,I played a round of golf today and it was an absolute stinker.,Occasionally on the radio and AFL coverage (regarding poor skill execution).,
A2279,R_2sauz9R14mRRiBG,Very Bad,shithouse,,Thats shithouse,Everyday,
A2791,R_2rTKAliabCe28ax,Very Bad,Shithouse,,Your attitude is shithouse mate.,Everywhere I lived in Qld city country north south east west,Aussies like to pretend there is no class system but this is working class wouldn't have heard a private school boy say it.
A2322,R_2RUsV067uvL8SyC,Very Bad,What a crock of shit,,As above,,
A2566,R_2bI7g89yUPfvOKX,Very Bad,Bloody awful,,That food is bloody awful,Everyone i know all the time,
A0099,R_UgA3LsYlYHttJfj,Very Bad,Rank,,That place is so rank,In school- analysing an older Australian song,
A2433,R_2rCMHFRJSvewalT,Very Bad,Your mate,,"So, is this your mate?",By people pointing out someone lacking character who the listener may be associated with.,
A2334,R_3nPjjin96PZZguL,Very Bad,Shithouse,,,,
A2792,R_10Mg21TraH02bZZ,Very Bad,Dodgy; Shonky,,"""My phone has stopped working again. It's so fucking dodgy.""",In almost every settling,
A2850,R_2q918CuXwDcbhO5,Very Bad,Shocker,,What a shocker,Family members,
A2689,R_2c6K0zk85K9Qew9,Very Bad,Sucks,,Thw vaccine rollout sucks,Everywhere for 20 yrs at least,Not particularly Australian
A2140,R_2OTLXdxveVX6hii,Very Bad,Fair suck of the sausage,,The car broke again. Fair suck of the sausage,Central victoria,My uncles were Shearer's. I think they had their own language
A2434,R_eW0pCFIeEskqf5f,Very Bad,Shit house,,The organisation at that place was shithouse,Anytime anything is rubbish,
A2655,R_1ib9knzXQIB3tON,Very Bad,Crap,,What you just told me about your hardship is crap,Quite often... generally,
A2567,R_6PPbLQlWf159LFv,Very Bad,Stinker,,That movie is a stinker,Lots of different places and situations,Not sure if it's typically Australian
A2182,R_3PipXeTtHZslHsw,Very Bad,Stinker,,You stinker!,Use it on occasion myself. Yelled by many a wife where i grew up,
A2851,R_2Xn6Gumpj6YEV1G,Very Bad,Munted,,The car is munted,When a car has broken down,
A2435,R_3CDad2wwhY7bLK7,Very Bad,Poxy,,I lost my poxy phone,Everywhere,Noongar language
A2541,R_28zH2xHujrvKR97,Very Bad,What a bugger,,"When something bad happens people typically say, What a bugger!",i use this expression a the time,No
A2568,R_2OT0S3R655A7sLI,Very Bad,Cooked,,The traffic is cooked,Friends,
A2437,R_3JgBOpdr3FW0Q6u,Very Bad,Shitshow,,That day was a fucking shitshow,"Younger Aussies 20-30, casual conversation",Also used in the UK now
A2569,R_YX3n14KrFXyJDnH,Very Bad,That's gay,,,Used by teenagers about 10 yrs ago.,Does not seem yo be used as much anymore
A2113,R_3J3ZXYrkF2x0toF,Very Bad,fucked,,"(moderate-broad accent) ""yeah nah, she's fucked mate"" (she = thing, e.g. a car with an open bonnet that a mechanic is staring forlornly at)","Informal situations, when people want to show off how not-wanker-y they are",
A0101,R_2Qtksg5VC0g7Ph5,Very Bad,shoddy,,the suspension feels very shoddy,commonly used by adults in my family as a substitute for an impolite word,no
A2338,R_3KJAHlXlaysVoKE,Very Bad,crap,,,,
A0104,R_1IufLWExCs6lRdm,Very Bad,Rank,,That's rank,Students,
A0107,R_2tAnU5uq02y0Ig9,Very Bad,bummer,,"That really sucks, what a bummer",In conversations between Australian people,
A0109,R_2zHLSjP1xmMQzRX,Very Bad,Shithouse,,This teacher / textbook is shithouse,School / down at Maccas,It is used by the young people these days
A0110,R_3s7eJBL8nH13hKk,Very Bad,not good,,when something is bad you can say its not good,books school ect,no
A0111,R_SVmaqn9rq9WhhtL,Very Bad,Bugger,,"""What a bugger""",At home,
A0112,R_1DBdvsmt1hPAUPb,Very Bad,Shit,,Thats a shit car,all the time.,
A0113,R_2ylWzaL2XMQ1zZL,Very Bad,shocker,,What a shocker.,"Since childhood, around friends and family.","I still will use it occasionally, especially in an effort to avoid bad language."
A0114,R_2tlOO9GuuSsqG6F,Very Bad,shithouse,,I just think your effort has been shithouse,"in sporting circles, friendship groups, family",It's also a way to describe how you feel - I feel shithouse - can mean unwell
A0115,R_3mgkrIP45TmIKjO,Very Bad,Shithouse,,The footy game was shithouse,Often - by peers and contemporaries,"Dont use it myself as taught it was ""rough"""
A0117,R_3shLsFQdoFUHhEm,Very Bad,Off like a bucket of prawns in the sun,,"Mate, that steak is off like a bucket of prawns in the sun",Just recently when my cousin was telling me about a pub meal he had,No
A0118,R_RR1Jq6KoaDpeshz,Very Bad,crapola,,that is crapola,,
A0119,R_1dgc7SpNEKoWvST,Very Bad,Drongo,,What a drongo,,
A0125,R_2f2t4ujFOxvXZTX,Very Bad,cooked,,Sydney's COVID outbreak is cooked,Instagram,It feels like an Americanism
A0129,R_XGGt4UmDLg1oQJH,Very Bad,Shocker,,What a shocker game,Over the years,
A0130,R_2rJjl37shA7gs2M,Very Bad,Barry Crocker,,"Gees, he's having a Barry Crocker",When a sports person is having a bad game,
A0131,R_3kFf6a7W56ZlC3k,Very Bad,ratshit,,"I was really crook, utterly ratshit.",everywhere,
A0134,R_3Rsd5C9waaYoFwM,Very Bad,Shit house,,I'm feeling shithouse,In every day speech,
A0136,R_3OoViCzR7En9FCw,Very Bad,ratshit,,That apple was really ratshit,Pretty well everywhere,Seems current
A0137,R_22E3W6opjsksBz9,Very Bad,Wouldn't pass the pub test,,The sports torts handouts wouldn't pass the pub test,Everywhere,
A0140,R_1Ngde0tH4KsIGBC,Very Bad,"Crapola in the hola, shite",,,,
A0141,R_2BnUiiAGvuU8ElV,Very Bad,the pits,,Having to go to church on Sunday...... that would be the pits,I used to use it myself when I was younger,
A0142,R_2DTuHhSSyzBkswC,Very Bad,As useless as tits on a bull,,The current government is as useless as tits on a bull.,All my life. Not in polite company.,"There are a lot of synonymous expressions -;ashtray on a motorbike;, etc."
A0143,R_3JjXKjstx6Or88W,Very Bad,Rat shit,,This bloody car is rat shit,,
A0144,R_8228GUoeJt3f6x3,Very Bad,Shithouse,,,,
A0145,R_uwt2ToPTwtFP32h,Very Bad,Shitty,,Shitty weather,All the time,All ages use it
A0146,R_2rqr4P2D2kYkCni,Very Bad,Mongrel,,What a mongrel. Thats a mongrel thing to do.,Referring to a person who has done or acted very very badly,
A0147,R_2BwU6XEXO3BlpOJ,Very Bad,shithouse,,The food from restaurant is shithouse,Just recently actually,it covers the mood or description of an object or place
A0148,R_1OTTzWNdkQprTDo,Very Bad,raw prawn,,they've pulled the raw prawn on yu,"home, community, rarely",
A0149,R_1OPkytdhXH8qyau,Very Bad,Crook,,He was real crook,"Health context, a bad outcome",
A0150,R_VQEcxtyGRdrFpFn,Very Bad,Dead dingo's donger.,,That's as good as a dead dingo's donger.,Not for a few years.,Choice alliteration.
A0152,R_28GQEW9g79uAr9A,Very Bad,A shocker,,That accident was a shocker,Often,
A0153,R_1gnWx5FKe3oxJUh,Very Bad,Sux,,Well that sux,Frequently,
A0154,R_24b7XyhnZpvhadr,Very Bad,Turn to shit,,"Well, that turned to shit pretty quickly",Army?,
A0157,R_1opvZQ1ZjRNc2WC,Very Bad,maggoted,,,,
A0159,R_1IT2CYXCbCz11d6,Very Bad,Sucks,,Mate this lockdown sucks,"In public, work, home","Spelling! ""Sux"""
A0160,R_12inTl63U45w93q,Very Bad,shithouse,,that was a shithouse beer you offered me,always,it can also be used as Get to the shithouse ie fuck off
A0162,R_1Le5EdCIXvEq1Cc,Very Bad,Shit house,,It was a shit house game,Frequently,
A0163,R_2EisRb4ZNcKCbpK,Very Bad,barry crocker,,he's had a barry,"any fail, sport usually",
A0167,R_2XpvSWTfaqpt4Xi,Very Bad,average,,thats pretty average,common usuage,not slang
A0169,R_2axnt7y9GJEqiD2,Very Bad,Dud,,The car is a dud,All my life,Applies to anything that doesn't seem to work
A0170,R_2c26q2MkPOXa6SH,Very Bad,Shithouse,,That went to the shithouse,When something failed badly,
A0171,R_BtxbyoVEeYbYXE5,Very Bad,Shithouse,,,,
A0172,R_1qgQvT6kOBts1bk,Very Bad,shitshow,,"this new job I got, it's an absolute shitshow","all the time, especially at work",I think it is self explanatory.
A0173,R_1eLg3WqfnVNPaG1,Very Bad,Shithouse,,That was a shithouse performance,"Very regularly, daily even","Not sure if it's origins, or if it is uniquely Australian or not"
A0174,R_1j6DnN3CgONd7np,Very Bad,Something sucks! May be American though,,,,
A0175,R_3hooQsuybJ2dL3r,Very Bad,S..thouse,,,,
A0176,R_27QfR86g1Nw0TCE,Very Bad,Gross,,That meal was just gross,Husband uses it,Currently used.
A0178,R_2fiL1Xkl4oiftM3,Very Bad,Crook,,He was feeling as crook as Rookwood.,Everyday use,
A0180,R_3GCjR6lifziVPrg,Very Bad,Dark,,That's dark mate,Mainly young people / popular culture,No
A0181,R_WkTlm3yNiPezWWl,Very Bad,Shocker,,That footy match was a shocker!,Mostly older males,
A0182,R_2CKE2jWFJUS7kk6,Very Bad,Dodgy,,Bloody dodgy prawns made me spew,,
A0184,R_AbTdB8Xndr5AeYx,Very Bad,Shitfull,,Well that's a shitfull thing to do,General conversation at work,
A0186,R_1j8tE0yFHixLQg8,Very Bad,Stinker,,It's a stinker.,Family,
A0187,R_2EpjvvSzyXKMbYw,Very Bad,Shithouse,,That's shithouse!,Assessing behaviour of arseholes.,Lots of use
A0188,R_3M09UTK7Za0PBtg,Very Bad,Bummer,,What a bummer we're into lockdown again,Recently by a friend,
A0189,R_3Glc56KpjqLHhMT,Very Bad,Shite,,That's shite,In normal conversation,
A0190,R_AaIdYatieH4RphT,Very Bad,Rooted,,Everything's totally rooted,Typical country slang,No
A0191,R_sjThRJ3sAUGRJYZ,Very Bad,Crook,,He been crook in hospital.,General conversation,Mostly relates to ill-health and can also mean something that does not function properly
A0192,R_2b4eMhkYRgY27R2,Very Bad,Shonky,,That's shonky mate,Colloquially. Usually in relation to a product which doesn't work or malfunctions.,
A0194,R_2DZvFRm7J37rR4N,Very Bad,Look at they clown OR look at that idiot,,Ringer riding a horse in a strange way,Dad used to say it in the stock camp,No
A0195,R_1giMJH52RjQNNtM,Very Bad,Sucks,,That sucks,Everywhere,
A0196,R_295iCccKGArE1DE,Very Bad,That's a bitch,,When you loose a job,,
A0197,R_2urLArzdR29ESuG,Very Bad,The pits,,This place is the pits,From my father in the 90's,
A0198,R_T0nd2u36N9Y5b2h,Very Bad,Shonky,,The workmanship was seriously shonky,,
A0200,R_1LNmmsY2hrosMY4,Very Bad,barry crocker shocker,,poor buggars havin' a barry of day,i still use it,
A0201,R_2t3iWU0VYbqwWfD,Very Bad,Shouse,,,,
A0202,R_xF9KoOKPVU4pIiJ,Very Bad,bastard,,It was a bastard of a place.,Title of a book about png (Kokoda track) during WWII,It's probably appropriate.
A0203,R_3p4lwpavzHdESEm,Very Bad,Shithouse,,,,
A0205,R_3GBVKJ57HA70yZc,Very Bad,"F*cked, Wallaby Ted's brother (Roo-Ted), sucks",,"That's f*cked, that sucks the big one, that's like Wallaby Ted's brother",All the time,Depends on whether kids are about (swearing)
A0209,R_28XM1RTkY4VPWtY,Very Bad,Ratshit,,"Car after a bingle looks ""Rat shit""",In regular conversation,Obvious meaning
A0210,R_3TXTSd81VwqJTaN,Very Bad,Shithouse,,"I need a new laptop, this one is shithouse",I don't hear this used as much today as when I was younger in Sydney,
A0211,R_1o26r8pCcJ1k1St,Very Bad,Rank,,Ewww that's rank,When something smells or if a food has gone off,It's one I've used since I was in my 20s so it's been around a long time
A0212,R_2P0iuA1ZSVSp3qc,Very Bad,Crap/ crappy,,Crap weather,General descriptive,Nil
A0213,R_3hltxmKyEZ6SH8w,Very Bad,Cock-up,,Well that was a right cock-up,,Not sure if it is spelt as one word or two
A0214,R_2XnUGLQGlk22JY2,Very Bad,Shithouse,,Scott Morrison is a shithouse leader,,
A0215,R_28D2IUU38mtTyvj,Very Bad,Shithouse,,This lockdown is shithouse,Everywhere,Never heard it in United States
A0219,R_1JLRGhtwoWElEfa,Very Bad,Crook,,That's a bit crook,Work,
A0220,R_11jCxBGntzRxJDL,Very Bad,shithouse,,That was a shit house act mate.,"in conversation, books",
A0226,R_2393HleoRjYGZSW,Very Bad,The pits,,,,
A0227,R_22nTx1J9nZz2MnS,Very Bad,sus,,That's pretty sus,often,
A0228,R_31WZ8fndkYOzRcV,Very Bad,bullshit,,,,
A0229,R_2eWqBbiPfrY3m3F,Very Bad,Stuffed,,He was really stuffed,TV,No
A0230,R_1q7z8cxUkI4MLY6,Very Bad,shouse,,our team were absolutly shouse today,conversations with mates,
A0231,R_zezHx0e3z9Yrhh7,Very Bad,Shithouse,,Ballarat weather is shithouse,All this winter with family and friends,Also say shit or sheizen housen or crap
A0232,R_1kOMciOkSF1i6sA,Very Bad,sh-----house,,"decision, driving, weather","friends, social, conversation",it'is a swearword!!?
A0233,R_1IKMnBGOe7ku3fS,Very Bad,Shithouse,,Shithouse weather,,
A0235,R_DhGYvgQPwsorWwx,Very Bad,Shit fight,,The war in Afghanistan has become a shit fight,Not sure when I heard it last,You understand that something has gone terribly wrong
A0238,R_2eR8OoadhlLALZV,Very Bad,Lousy,,The tuckers lousy,Everyday conversation,No
A0239,R_1gdQgblPsD0iopJ,Very Bad,Bugger of a day,,,,
A0240,R_3p4Onl12It6Ofdg,Very Bad,shithouse,,His behaviour was shithouse,50s to 80s in Victoria,Not very polite
A0241,R_2X4D0GGKprf83MJ,Very Bad,Rotten,,On the nose.,A bit off,
A0242,R_1o0WtAO1yH3YA4q,Very Bad,Shit,,That is just shit,Common everywhere,
A0245,R_QccKEJNc35uXyrT,Very Bad,Up shit creek,,"Since COVID, the economy has been up shit creek.",My whole life (and on a recent TV ad),"It's been misused as meaning ""lost"""
A0246,R_3DkjMNdqytglICQ,Very Bad,A bit grim,,The outlook for earth is a bit grim,,
A0247,R_514DnWSvJSImXXH,Very Bad,A dog's breakfast.,,The report he gave us was a dog's breakfast.,Used frequently by my late husband who was a public servant.,Specifically meaning a mess as if the dog had vomitted-up his breakfast.
A0252,R_3e5mzT6lAFI5ENR,Very Bad,Shithouse,,That footy match was shithouse,,Will use in one to one conversation with close friends but probably not in a group
A0254,R_77gMS9VuzpNoeSR,Very Bad,bastard,,I've had a bastard of a day,all my life,
A0256,R_NXCTAGZZDsrzUxX,Very Bad,Crook,,The missers is feeling pretty crook today,Again as a child,
A0257,R_2V7u7n6cY2kN3jp,Very Bad,real crook,,things are looking real crook,often,
A0258,R_3gR5yfZKevQG1T7,Very Bad,It's gone tits up,,"I'd steer clear mate, things have gone tits up",My father and probably his friends,
A0259,R_2QgGOvZlZVlqBGS,Very Bad,Gross,,That is gross,When bad or awful events happen,
A0260,R_1dKBQ7AfwvHwKMY,Very Bad,bastard,,that's a bastard,it expresses empathy,
A0261,R_DOekQJmYEDEavHX,Very Bad,Cactus,,The car's cactus,Older people City and country,
A0262,R_2dz232aPEMq1bcb,Very Bad,Abortion,,This is an abortion of a motor.,I used it about ten years ago trying to start an outboard motor standing up to my waist in water.,My disposition improve an hour or so later when we started it.
A0263,R_3p4HEhwGe1Kle24,Very Bad,Crap,,"Well, that's crap",Used generally in my family and society,General use of the word was not apparent in my younger years
A0265,R_7WpEKepfMKbZ1bX,Very Bad,All up a wattle,,The government's vaccine rollout is all up a wattle.,My mother (1931-2000),
A0266,R_3spLCt03LVBz4xA,Very Bad,Crap,,"Don't eat the salad, it tastes like crap.",Growing up in the 60s and 70s I was growled at for using it because it was considered a swear word…in more recent times I don't think that is the case so much.,
A0267,R_2Qh5YAuIJGNLspg,Very Bad,shithouse,,I had a shithouse day,,
A0268,R_29jrzLUzP31olOI,Very Bad,ratshit,,,,
A0270,R_yIyTQgst0ZYTXQ5,Very Bad,crook,,I was really crook with the flu.,Frequently; in many places.,
A0271,R_tG3cKvKFhCYZ6TL,Very Bad,Shithouse,,That's the most shithouse dog's eye I've ever eaten.,Mates growing up,Still used in company of mates
A0274,R_3OkLHlGQMU6ZU4g,Very Bad,Shitfest,,It's a Shitfest when being used to describe a health condition (Cancer),Among other cancer patients.,Cancer treatment really is a shitfest.
A0277,R_2Qln9slpDyvWmM6,Very Bad,Gross,,Kylie's choice of clothing to wear to the party was gross.,Teenagehood and tv.,No
A0279,R_2f6tRnzR2OwFjsD,Very Bad,Shit house,,"Used when something bad has happened eg. If someone breaks a leg, you might say 'thats shithouse""",Similar to grouse. I know it exists and I've used it occasionally,Not used by youth so much
A0280,R_1LbMEZ4q4e81j4y,Very Bad,Crap,,This food is crap,Often,
A0281,R_1ovSt2EI8imuaxH,Very Bad,"Crap, shit",,That is a crap thing to happen,"When something bad or unfortunate occurs, all my life but mainly when living in Victoria",No
A0283,R_sOsg4xHZCdrHGkV,Very Bad,"crap, a bummer, up the creek without a paddle",,hes talking crap,occassionaly,
A0284,R_em5lN2BYhCZaYqR,Very Bad,Shithouse!,,After you footy team loses,Amongst men,
A0286,R_3frDmt2uozbNXl2,Very Bad,Shit,,It's shit that it happened to you,At home,We use this often
A0287,R_20SYwpIGYgpFsw1,Very Bad,Crook,,That's bloody crook mate,,
A0288,R_3PdHqcpdpnFNuqU,Very Bad,Shithouse,,Its shithouse weather isnt it,"All the time, my parents and grandparents and others",It suits many things
A0289,R_cLN54X8W6j53g7D,Very Bad,Shocker,,I'd give that restaurant a miss. It's a shocker.,"Nowhere in particular, in my experience it's a word in general use",
A0290,R_aXFoUUTxy2zOSKl,Very Bad,Cactus,,That's (building component) cactus mate.,"On building sites, from 1980-2020.",Equivalent to 'It's fucked mate.'
A0291,R_w1wuXq2QcixaoaB,Very Bad,"Shithouse - often pronounced ""shiddouse""",,That burger was shiddouse,In many circumstances all of my life,
A0292,R_oZ5ZhXXQcpvfkUV,Very Bad,Shocker,,He's a shocker!,All my life!,
A0293,R_x3MEne4MMZGExWx,Very Bad,"That's crap, or 'like a dropped watermelon'",,the car ended up like a dropped watermelonl 'geezes this presentation is like a dropped watermelon,"With friends esp at work, some online chats too",
A0296,R_2t3aIuemDq0wNe3,Very Bad,Bloody,,"Bloody awful, bloody thing",Everywhere!,"bloody as a swear word was banned inside our childhood home but freely used in working outside on the farm - bloody dog, bloody sheep"
A0298,R_31yLnliqP3fyGBU,Very Bad,Grose,,This pie tastes grose,,
